date,area,average_price,houses_sold
2004-05-01,barnet,269023,492.0
2004-06-01,barnet,272859,713.0
2004-07-01,barnet,276811,735.0
2004-08-01,barnet,276712,618.0
2004-09-01,barnet,278219,483.0
2004-10-01,barnet,278320,491.0
2004-11-01,barnet,282306,433.0
2004-12-01,barnet,281320,464.0
2005-01-01,barnet,282820,336.0
2005-02-01,barnet,277154,296.0
2005-03-01,barnet,274216,363.0
2005-04-01,barnet,272772,439.0
2005-05-01,barnet,273841,434.0
2005-06-01,barnet,279515,502.0
2005-07-01,barnet,279928,489.0
2005-08-01,barnet,282066,503.0
2005-09-01,barnet,283148,531.0
2005-10-01,barnet,283024,474.0
2005-11-01,barnet,283421,489.0
2005-12-01,barnet,281611,524.0
2006-01-01,barnet,282334,435.0
2006-02-01,barnet,281120,443.0
2006-03-01,barnet,281674,512.0
2006-04-01,barnet,283206,459.0
2006-05-01,barnet,286462,497.0
2006-06-01,barnet,287725,633.0
2006-07-01,barnet,292435,660.0
2006-08-01,barnet,296104,696.0
2006-09-01,barnet,300381,604.0
2006-10-01,barnet,299832,586.0
2006-11-01,barnet,300765,619.0
2006-12-01,barnet,304015,608.0
2007-01-01,barnet,306484,505.0
2007-02-01,barnet,309910,494.0
2007-03-01,barnet,310377,593.0
2007-04-01,barnet,313521,511.0
2007-05-01,barnet,318831,568.0
2007-06-01,barnet,323805,679.0
2007-07-01,barnet,331745,661.0
2007-08-01,barnet,334689,688.0
2007-09-01,barnet,340987,629.0
2007-10-01,barnet,342548,638.0
2007-11-01,barnet,345869,528.0
2007-12-01,barnet,344219,367.0
2008-01-01,barnet,344480,354.0
2008-02-01,barnet,339644,347.0
2008-03-01,barnet,335896,333.0
2008-04-01,barnet,333836,314.0
2008-05-01,barnet,338033,372.0
2008-06-01,barnet,340825,317.0
2008-07-01,barnet,337540,326.0
2008-08-01,barnet,329269,244.0
2008-09-01,barnet,320831,234.0
2008-10-01,barnet,318948,231.0
2008-11-01,barnet,314868,176.0
2008-12-01,barnet,306110,190.0
2009-01-01,barnet,294598,139.0
2009-02-01,barnet,289251,153.0
2009-03-01,barnet,288719,157.0
2009-04-01,barnet,286601,184.0
2009-05-01,barnet,288396,191.0
2009-06-01,barnet,291608,212.0
2009-07-01,barnet,301141,327.0
2009-08-01,barnet,305077,314.0
2009-09-01,barnet,310670,362.0
2009-10-01,barnet,309970,395.0
2009-11-01,barnet,310970,366.0
2009-12-01,barnet,312235,370.0
2010-01-01,barnet,316926,268.0
2010-02-01,barnet,318995,272.0
2010-03-01,barnet,324873,321.0
2010-04-01,barnet,327955,260.0
2010-05-01,barnet,331168,333.0
2010-06-01,barnet,330965,400.0
2010-07-01,barnet,336380,424.0
2010-08-01,barnet,341812,425.0
2010-09-01,barnet,347747,395.0
2010-10-01,barnet,344010,374.0
2010-11-01,barnet,341702,368.0
2010-12-01,barnet,335004,303.0
2011-01-01,barnet,337575,246.0
2011-02-01,barnet,339623,231.0
2011-03-01,barnet,345258,298.0
2011-04-01,barnet,340441,250.0
2011-05-01,barnet,335305,295.0
2011-06-01,barnet,330259,322.0
2011-07-01,barnet,332255,372.0
2011-08-01,barnet,334216,374.0
2011-09-01,barnet,339125,399.0
2011-10-01,barnet,340673,357.0
2011-11-01,barnet,346353,369.0
2011-12-01,barnet,346653,395.0
2012-01-01,barnet,351280,300.0
2012-02-01,barnet,352048,311.0
2012-03-01,barnet,348611,364.0
2012-04-01,barnet,351150,279.0
2012-05-01,barnet,353469,341.0
2012-06-01,barnet,361667,380.0
2012-07-01,barnet,362335,321.0
2012-08-01,barnet,362586,392.0
2012-09-01,barnet,367109,379.0
2012-10-01,barnet,366527,337.0
2012-11-01,barnet,365376,339.0
2012-12-01,barnet,361371,312.0
2013-01-01,barnet,362880,337.0
2013-02-01,barnet,363064,321.0
2013-03-01,barnet,363754,417.0
2013-04-01,barnet,361907,338.0
2013-05-01,barnet,364637,402.0
2013-06-01,barnet,367754,325.0
2013-07-01,barnet,377520,457.0
2013-08-01,barnet,382032,505.0
2013-09-01,barnet,385304,418.0
2013-10-01,barnet,385629,445.0
2013-11-01,barnet,390598,438.0
2013-12-01,barnet,392168,368.0
2014-01-01,barnet,398384,410.0
2014-02-01,barnet,403842,397.0
2014-03-01,barnet,411453,388.0
2014-04-01,barnet,414855,416.0
2014-05-01,barnet,421203,383.0
2014-06-01,barnet,428806,427.0
2014-07-01,barnet,438505,516.0
2014-08-01,barnet,446443,465.0
2014-09-01,barnet,450728,432.0
2014-10-01,barnet,451041,451.0
2014-11-01,barnet,448523,376.0
2014-12-01,barnet,450577,397.0
2015-01-01,barnet,461383,353.0
2015-02-01,barnet,471363,378.0
2015-03-01,barnet,473233,421.0
2015-04-01,barnet,472033,325.0
2015-05-01,barnet,466125,375.0
2015-06-01,barnet,473322,449.0
2015-07-01,barnet,470262,470.0
2015-08-01,barnet,478796,416.0
2015-09-01,barnet,484487,440.0
2015-10-01,barnet,492110,547.0
2015-11-01,barnet,499850,506.0
2015-12-01,barnet,501293,445.0
2016-01-01,barnet,512166,357.0
2016-02-01,barnet,509863,395.0
2016-03-01,barnet,513342,891.0
2016-04-01,barnet,517408,237.0
2016-05-01,barnet,533676,396.0
2016-06-01,barnet,539830,486.0
2016-07-01,barnet,535272,395.0
2016-08-01,barnet,532358,386.0
2016-09-01,barnet,534921,436.0
2016-10-01,barnet,533793,361.0
2016-11-01,barnet,526422,376.0
2016-12-01,barnet,522223,383.0
2017-01-01,barnet,532924,251.0
2017-02-01,barnet,540501,319.0
2017-03-01,barnet,549401,405.0
2017-04-01,barnet,543699,293.0
2017-05-01,barnet,544994,353.0
2017-06-01,barnet,531344,410.0
2017-07-01,barnet,527928,325.0
2017-08-01,barnet,526223,368.0
2017-09-01,barnet,537986,328.0
2017-10-01,barnet,544090,347.0
2017-11-01,barnet,541563,319.0
2017-12-01,barnet,538718,310.0
2018-01-01,barnet,531832,247.0
2018-02-01,barnet,531736,273.0
2018-03-01,barnet,538120,314.0
2018-04-01,barnet,541502,295.0
2018-05-01,barnet,533088,245.0
2018-06-01,barnet,524702,446.0
2018-07-01,barnet,523397,335.0
2018-08-01,barnet,533715,411.0
2018-09-01,barnet,534951,349.0
2018-10-01,barnet,537284,335.0
2018-11-01,barnet,535060,318.0
2018-12-01,barnet,533810,343.0
2019-01-01,barnet,528639,291.0
2019-02-01,barnet,524112,240.0
2019-03-01,barnet,517093,285.0
2019-04-01,barnet,512588,294.0
2019-05-01,barnet,503721,277.0
2019-06-01,barnet,511926,267.0
2019-07-01,barnet,514134,289.0
2019-08-01,barnet,527996,326.0
2019-09-01,barnet,527115,239.0
2019-10-01,barnet,525739,262.0
2019-11-01,barnet,523582,253.0
1995-01-01,bexley,64958,269.0
1995-02-01,bexley,64788,207.0
1995-03-01,bexley,64367,318.0
1995-04-01,bexley,64278,253.0
1995-05-01,bexley,63997,317.0
1995-06-01,bexley,64252,324.0
1995-07-01,bexley,63723,314.0
1995-08-01,bexley,64433,297.0
1995-09-01,bexley,64510,281.0
1995-10-01,bexley,64530,274.0
1995-11-01,bexley,63846,299.0
1995-12-01,bexley,63817,259.0
1996-01-01,bexley,63996,210.0
1996-02-01,bexley,64504,228.0
1996-03-01,bexley,64788,283.0
1996-04-01,bexley,65286,291.0
1996-05-01,bexley,65081,344.0
1996-06-01,bexley,65120,345.0
1996-07-01,bexley,65151,418.0
1996-08-01,bexley,65960,373.0
1996-09-01,bexley,66501,301.0
1996-10-01,bexley,66659,384.0
1996-11-01,bexley,66354,391.0
1996-12-01,bexley,66486,387.0
1997-01-01,bexley,67351,360.0
1997-02-01,bexley,67981,347.0
1997-03-01,bexley,67824,365.0
1997-04-01,bexley,68471,379.0
1997-05-01,bexley,69353,403.0
1997-06-01,bexley,70764,442.0
1997-07-01,bexley,71130,437.0
1997-08-01,bexley,72141,466.0
1997-09-01,bexley,72830,390.0
1997-10-01,bexley,73379,389.0
1997-11-01,bexley,73620,373.0
1997-12-01,bexley,74630,355.0
1998-01-01,bexley,76863,293.0
1998-02-01,bexley,78065,302.0
1998-03-01,bexley,79062,367.0
1998-04-01,bexley,78423,340.0
1998-05-01,bexley,79408,350.0
1998-06-01,bexley,80322,359.0
1998-07-01,bexley,81580,430.0
1998-08-01,bexley,81775,345.0
1998-09-01,bexley,82217,384.0
1998-10-01,bexley,82767,382.0
1998-11-01,bexley,83838,357.0
1998-12-01,bexley,83264,364.0
1999-01-01,bexley,83064,292.0
1999-02-01,bexley,82928,293.0
1999-03-01,bexley,83334,401.0
1999-04-01,bexley,84267,361.0
1999-05-01,bexley,84513,428.0
1999-06-01,bexley,85021,442.0
1999-07-01,bexley,85713,550.0
1999-08-01,bexley,86489,468.0
1999-09-01,bexley,88719,456.0
1999-10-01,bexley,90657,430.0
1999-11-01,bexley,92722,479.0
1999-12-01,bexley,93905,460.0
2000-01-01,bexley,94978,337.0
2000-02-01,bexley,96820,330.0
2000-03-01,bexley,98306,368.0
2000-04-01,bexley,99378,359.0
2000-05-01,bexley,101274,393.0
2000-06-01,bexley,102654,407.0
2000-07-01,bexley,104526,420.0
2000-08-01,bexley,106696,387.0
2000-09-01,bexley,108170,343.0
2000-10-01,bexley,108290,325.0
2000-11-01,bexley,108062,320.0
2000-12-01,bexley,109084,380.0
2001-01-01,bexley,111194,369.0
2001-02-01,bexley,111439,331.0
2001-03-01,bexley,112505,379.0
2001-04-01,bexley,111829,328.0
2001-05-01,bexley,112377,422.0
2001-06-01,bexley,113776,442.0
2001-07-01,bexley,116938,506.0
2001-08-01,bexley,119312,538.0
2001-09-01,bexley,121239,435.0
2001-10-01,bexley,121901,514.0
2001-11-01,bexley,123381,540.0
2001-12-01,bexley,122434,466.0
2002-01-01,bexley,124283,319.0
2002-02-01,bexley,124611,367.0
2002-03-01,bexley,126576,470.0
2002-04-01,bexley,127714,458.0
2002-05-01,bexley,131293,633.0
2002-06-01,bexley,134081,481.0
2002-07-01,bexley,137176,584.0
2002-08-01,bexley,139794,515.0
2002-09-01,bexley,143736,528.0
2002-10-01,bexley,147674,461.0
2002-11-01,bexley,150898,469.0
2002-12-01,bexley,153740,453.0
2003-01-01,bexley,156081,342.0
2003-02-01,bexley,156971,369.0
2003-03-01,bexley,159465,397.0
2003-04-01,bexley,161244,375.0
2003-05-01,bexley,163925,444.0
2003-06-01,bexley,166075,378.0
2003-07-01,bexley,168190,422.0
2003-08-01,bexley,168928,468.0
2003-09-01,bexley,167863,475.0
2003-10-01,bexley,168104,542.0
2003-11-01,bexley,167061,500.0
2003-12-01,bexley,169878,482.0
2004-01-01,bexley,169115,454.0
2004-02-01,bexley,173114,413.0
2004-03-01,bexley,173004,411.0
2004-04-01,bexley,176036,456.0
2004-05-01,bexley,176749,455.0
2004-06-01,bexley,179977,459.0
2004-07-01,bexley,181015,575.0
2004-08-01,bexley,183350,459.0
2004-09-01,bexley,183688,397.0
2004-10-01,bexley,183939,336.0
2004-11-01,bexley,185354,314.0
2004-12-01,bexley,184354,337.0
2005-01-01,bexley,186454,229.0
2005-02-01,bexley,183915,226.0
2005-03-01,bexley,184119,247.0
2005-04-01,bexley,183311,286.0
2005-05-01,bexley,184686,332.0
2005-06-01,bexley,187768,358.0
2005-07-01,bexley,186667,464.0
2005-08-01,bexley,188106,394.0
2005-09-01,bexley,187908,397.0
2005-10-01,bexley,189435,378.0
2005-11-01,bexley,188695,409.0
2005-12-01,bexley,187080,335.0
2006-01-01,bexley,188013,285.0
2006-02-01,bexley,187236,303.0
2006-03-01,bexley,187450,439.0
2006-04-01,bexley,189194,326.0
2006-05-01,bexley,189827,379.0
2006-06-01,bexley,191156,473.0
2006-07-01,bexley,189338,457.0
2006-08-01,bexley,193378,469.0
2006-09-01,bexley,194017,449.0
2006-10-01,bexley,196532,481.0
2006-11-01,bexley,196838,446.0
2006-12-01,bexley,198996,491.0
2007-01-01,bexley,199813,391.0
2007-02-01,bexley,199940,388.0
2007-03-01,bexley,201599,413.0
2007-04-01,bexley,203224,361.0
2007-05-01,bexley,205848,394.0
2007-06-01,bexley,208174,466.0
2007-07-01,bexley,211318,496.0
2007-08-01,bexley,211462,549.0
2007-09-01,bexley,210593,389.0
2007-10-01,bexley,211457,454.0
2007-11-01,bexley,215171,400.0
2007-12-01,bexley,218432,303.0
2008-01-01,bexley,220086,252.0
2008-02-01,bexley,219349,285.0
2008-03-01,bexley,218909,233.0
2008-04-01,bexley,215954,229.0
2008-05-01,bexley,215616,232.0
2008-06-01,bexley,212632,217.0
2008-07-01,bexley,210800,211.0
2008-08-01,bexley,208152,195.0
2008-09-01,bexley,207084,187.0
2008-10-01,bexley,203008,158.0
2008-11-01,bexley,197920,136.0
2008-12-01,bexley,192879,152.0
2009-01-01,bexley,193105,82.0
2009-02-01,bexley,188785,101.0
2009-03-01,bexley,187076,125.0
2009-04-01,bexley,181653,134.0
2009-05-01,bexley,182455,174.0
2009-06-01,bexley,183344,173.0
2009-07-01,bexley,186841,230.0
2009-08-01,bexley,189657,225.0
2009-09-01,bexley,191210,213.0
2009-10-01,bexley,193417,233.0
2009-11-01,bexley,194444,194.0
2009-12-01,bexley,196623,289.0
2010-01-01,bexley,197737,126.0
2010-02-01,bexley,201284,179.0
2010-03-01,bexley,202291,192.0
2010-04-01,bexley,202739,201.0
2010-05-01,bexley,199919,234.0
2010-06-01,bexley,199807,208.0
2010-07-01,bexley,200251,249.0
2010-08-01,bexley,201935,249.0
2010-09-01,bexley,202870,230.0
2010-10-01,bexley,200657,231.0
2010-11-01,bexley,200647,209.0
2010-12-01,bexley,200352,162.0
2011-01-01,bexley,200374,166.0
2011-02-01,bexley,200399,148.0
2011-03-01,bexley,198333,181.0
2011-04-01,bexley,201059,197.0
2011-05-01,bexley,201338,195.0
2011-06-01,bexley,201073,248.0
2011-07-01,bexley,199899,224.0
2011-08-01,bexley,199485,220.0
2011-09-01,bexley,202298,248.0
2011-10-01,bexley,202907,233.0
2011-11-01,bexley,201377,237.0
2011-12-01,bexley,199523,248.0
2012-01-01,bexley,197427,186.0
2012-02-01,bexley,199186,181.0
2012-03-01,bexley,198638,281.0
2012-04-01,bexley,199593,187.0
2012-05-01,bexley,200116,212.0
2012-06-01,bexley,202550,252.0
2012-07-01,bexley,203974,281.0
2012-08-01,bexley,205197,288.0
2012-09-01,bexley,205409,210.0
2012-10-01,bexley,205919,266.0
2012-11-01,bexley,205592,283.0
2012-12-01,bexley,206956,247.0
2013-01-01,bexley,209192,183.0
2013-02-01,bexley,210776,195.0
2013-03-01,bexley,210530,225.0
2013-04-01,bexley,210864,237.0
2013-05-01,bexley,210206,282.0
2013-06-01,bexley,210388,252.0
2013-07-01,bexley,209984,299.0
2013-08-01,bexley,213354,379.0
2013-09-01,bexley,216048,319.0
2013-10-01,bexley,218834,331.0
2013-11-01,bexley,219391,357.0
2013-12-01,bexley,222076,319.0
2014-01-01,bexley,224321,316.0
2014-02-01,bexley,226519,306.0
2014-03-01,bexley,227503,296.0
2014-04-01,bexley,232024,277.0
2014-05-01,bexley,236204,279.0
2014-06-01,bexley,242495,334.0
2014-07-01,bexley,249853,382.0
2014-08-01,bexley,255183,377.0
2014-09-01,bexley,258619,342.0
2014-10-01,bexley,258267,353.0
2014-11-01,bexley,260539,324.0
2014-12-01,bexley,261988,358.0
2015-01-01,bexley,261751,278.0
2015-02-01,bexley,261296,244.0
2015-03-01,bexley,261084,261.0
2015-04-01,bexley,261865,281.0
2015-05-01,bexley,264488,343.0
2015-06-01,bexley,267393,390.0
2015-07-01,bexley,275330,425.0
2015-08-01,bexley,280371,355.0
2015-09-01,bexley,286281,342.0
2015-10-01,bexley,286190,374.0
2015-11-01,bexley,288718,331.0
2015-12-01,bexley,295744,318.0
2016-01-01,bexley,307550,232.0
2016-02-01,bexley,315289,307.0
2016-03-01,bexley,314140,445.0
2016-04-01,bexley,311889,214.0
2016-05-01,bexley,314431,233.0
2016-06-01,bexley,320636,266.0
2016-07-01,bexley,325381,303.0
2016-08-01,bexley,326878,297.0
2016-09-01,bexley,329408,305.0
2016-10-01,bexley,330194,287.0
2016-11-01,bexley,331943,278.0
2016-12-01,bexley,331025,261.0
2017-01-01,bexley,330066,228.0
2017-02-01,bexley,328824,254.0
2017-03-01,bexley,328858,256.0
2017-04-01,bexley,329046,238.0
2017-05-01,bexley,333651,234.0
2017-06-01,bexley,336980,303.0
2017-07-01,bexley,344041,289.0
2017-08-01,bexley,344517,351.0
2017-09-01,bexley,339808,264.0
2017-10-01,bexley,335705,294.0
2017-11-01,bexley,336239,298.0
2017-12-01,bexley,340598,270.0
2018-01-01,bexley,342096,234.0
2018-02-01,bexley,341254,228.0
2018-03-01,bexley,339632,241.0
2018-04-01,bexley,338476,232.0
2018-05-01,bexley,336410,235.0
2018-06-01,bexley,341480,250.0
2018-07-01,bexley,345693,264.0
2018-08-01,bexley,347531,294.0
2018-09-01,bexley,346151,245.0
2018-10-01,bexley,344681,282.0
2018-11-01,bexley,344172,316.0
2018-12-01,bexley,343667,235.0
2019-01-01,bexley,338708,215.0
2019-02-01,bexley,339218,219.0
2019-03-01,bexley,336721,224.0
2019-04-01,bexley,339948,224.0
2019-05-01,bexley,337445,232.0
2019-06-01,bexley,339964,231.0
2019-07-01,bexley,338721,270.0
2019-08-01,bexley,338702,295.0
2019-09-01,bexley,334826,260.0
2019-10-01,bexley,334510,255.0
2019-11-01,bexley,334711,250.0
1995-01-01,brent,71307,233.0
1995-02-01,brent,72022,220.0
1995-03-01,brent,72016,320.0
1995-04-01,brent,72966,249.0
1995-05-01,brent,73704,293.0
1995-06-01,brent,74310,311.0
1995-07-01,brent,74127,303.0
1995-08-01,brent,73547,341.0
1995-09-01,brent,73790,277.0
1995-10-01,brent,73264,282.0
1995-11-01,brent,72782,300.0
1995-12-01,brent,72524,283.0
1996-01-01,brent,72806,251.0
1996-02-01,brent,73084,209.0
1996-03-01,brent,72780,335.0
1996-04-01,brent,72370,275.0
1996-05-01,brent,72995,294.0
1996-06-01,brent,73498,291.0
1996-07-01,brent,75551,343.0
1996-08-01,brent,76914,347.0
1996-09-01,brent,78667,328.0
1996-10-01,brent,77991,350.0
1996-11-01,brent,77914,389.0
1996-12-01,brent,78262,344.0
1997-01-01,brent,79664,320.0
1997-02-01,brent,81213,283.0
1997-03-01,brent,82322,327.0
1997-04-01,brent,82771,315.0
1997-05-01,brent,82730,342.0
1997-06-01,brent,83876,364.0
1997-07-01,brent,87637,474.0
1997-08-01,brent,90164,398.0
1997-09-01,brent,91473,336.0
1997-10-01,brent,92208,412.0
1997-11-01,brent,92895,343.0
1997-12-01,brent,94036,335.0
1998-01-01,brent,93746,299.0
1998-02-01,brent,95171,256.0
1998-03-01,brent,96097,367.0
1998-04-01,brent,97849,364.0
1998-05-01,brent,100109,363.0
1998-06-01,brent,101400,400.0
1998-07-01,brent,102925,472.0
1998-08-01,brent,103240,346.0
1998-09-01,brent,104174,372.0
1998-10-01,brent,104399,358.0
1998-11-01,brent,104827,344.0
1998-12-01,brent,104375,350.0
1999-01-01,brent,105461,261.0
1999-02-01,brent,105818,304.0
1999-03-01,brent,107528,391.0
1999-04-01,brent,106234,386.0
1999-05-01,brent,106089,329.0
1999-06-01,brent,107313,381.0
1999-07-01,brent,110807,450.0
1999-08-01,brent,114279,437.0
1999-09-01,brent,117070,441.0
1999-10-01,brent,119229,434.0
1999-11-01,brent,122663,409.0
1999-12-01,brent,123398,395.0
2000-01-01,brent,126785,346.0
2000-02-01,brent,129605,339.0
2000-03-01,brent,134098,425.0
